pccode;pccode2010;pcname;province;province_id;districtid;nvoters;totalps_av;frnum_v600;frnum_p95;frnum_ecc;frnum_disq;frnum_comb;frnum_own;total_karzai;total_abd;total_others;total_v600;total_p95;total_ecc;total_disq;total_comb;total_own;totalv_pc;totalps;female;kuchi;femaleps;kuchips;response;herfind;pc_categ;iec_province;iec_district;iec_pcname;iec_mgrsgrid;iec_secure;iec_access;syn_mgrsgrid;syn_latitude;syn_longitude;geoimpute;lat;lon;cov;dist;segment50;dist50;segment100;dist100;conflict;elevation;slope;pc_vill_dist;vill_id;center;center_code;population;language;lang_code;region;region2;dist_prim_rd;dist_sec_rd;dist_tr_rd;dist_health_b;dist_health_d;dist_river_p;dist_river_sec;dist_river_s;lang_code2;access;center2;share_600;share_95;share_ecc;share_disq;share_comb;share_own;vote_600;vote_95;vote_ecc;vote_disq;vote_comb;vote_own;vote_comb_ind;ind_seg50;ind_seg100;prov_34_na;dist_34_na;distid;roshan_only;cov_all;dist_all;roshan_win_20km;roshan_win_10km;roshan_win_15km;roshan_win_5km;cov_pc;dist2;dist3;dist4;lat2;lon2;lat3;lon3;lat4;lon4;distance;measurement_error;_dist
1706172;1706172;Maaf Ali School, Maaf Ali Village;Kunduz;17;1706;2000;3;0;0;0;0;0;0;284;20;17;0;0;0;0;0;0;321;4;2;0;.5;0;.1605;.78789026;School;Kunduz;KHAN ABAD;Maaf Ali School, Maaf Ali Village;42SWF0774557005;Secure;Road;42SWF0774557005;36.658607;69.086662;Original;36.658607;69.086662;1;12.211168;1306;14817.946;654;17645.971;0;468;.70441794;470.7244;KNB-123;NA;0;1102;Pashto;2;RC-North;North;1660.8859;9.4737396;394.57385;3823.9607;3376.0647;30111.211;958.55231;11048.378;Pashto;Road;No capital;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Kunduz;Khanabad;1406;0;1;13880.739043;0;0;0;0;.984366;149.11263;1820.8395;22234.576;1343.8535;4772.9668;49263.797;329748.34;1805942.3;22781214;12.211168;.62218636;12.833355
1706159;1706159;Khwaja Pesta, Khwaja Pesta;Kunduz;17;1706;1200;2;0;0;0;0;0;0;178;202;164;0;0;0;0;0;0;544;2;1;0;.5;0;.45333335;.26081985;Other;Kunduz;KHAN ABAD;Khwaja Pesta, Khwaja Pesta;42SWF0136558881;Secure;Road;42SWF0136558881;36.675549;69.015274;Original;36.675549;69.015274;1;13.377604;1306;14830.505;654;17794.275;0;436;.41423702;341.38812;KNB-105;NA;0;2461;Dari;1;RC-North;North;661.41302;4210.4375;118.1111;9099.5391;9366.9004;36365.609;1454.1885;12035.53;Dari;Road;No capital;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Kunduz;Khanabad;1406;0;1;14020.536729;0;0;0;0;.984366;178.9603;2394.0601;32026.789;1345.0958;4763.1079;49332.129;328727.22;1809282.9;22687198;13.377604;-.68036997;12.697234
1706160;1706160;Band-e-Barq, Band-e-Barq;Kunduz;17;1706;2400;4;0;0;0;0;0;0;137;163;77;0;0;0;0;0;0;377;4;2;0;.5;0;.15708333;.32122228;Other;Kunduz;KHAN ABAD;Band-e-Barq, Band-e-Barq;42SWF1203361879;Secure;Road;42SWF1203361879;36.702499;69.134712;Original;36.702499;69.134712;1;7.2940965;1306;10494.106;654;12854.414;0;534;7.5038738;380.63223;KNB-003;NA;0;0;Pashto;2;RC-North;North;1053.7823;3020.8848;253.08426;2670.2542;3528.6614;30389.299;350.96017;17355.74;Pashto;Road;No capital;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Kunduz;Khanabad;1406;0;1;8958.239044;0;0;0;0;.984366;53.203842;388.07397;2830.6489;1347.0735;4779.6084;49440.965;330436.84;1814606.9;22844656;7.2940965;.013775351;7.3078718
1706153;1706153;Jawlicha, Jawlicha;Kunduz;17;1706;1200;2;0;0;0;0;0;0;169;73;378;0;0;0;0;0;0;620;2;1;0;.5;0;.51666665;.21020813;Other;Kunduz;KHAN ABAD;Jawlicha, Jawlicha;42SWF1973866700;Secure;Road;42SWF1973866700;36.745831;69.2211;Original;36.745831;69.2211;1;5.9286242;1306;12227.972;654;12651.513;0;621;6.8885369;612.5072;KNB-165;NA;0;929;Dari;1;RC-North;North;1576.4048;12106.519;10.128721;11628.465;12120.523;30247.717;1205.2233;25785.186;Dari;Road;No capital;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Kunduz;Khanabad;1406;0;1;8171.602562;0;0;0;0;.984366;35.148582;208.38275;1235.423;1350.2561;4791.5605;49616.281;331677.09;1823191.4;22959054;5.9286242;1.1779658;7.1065898
1706141;1706141;Khanabad Boys School, Khanabad Center;Kunduz;17;1706;4000;7;0;0;0;0;0;0;642;1388;212;0;0;0;0;0;0;2242;7;0;0;0;0;.56050003;.46750319;School;Kunduz;KHAN ABAD;Khanabad Boys School, Khanabad Center;42SWF0491359745;Secure;Road;42SWF0491359745;36.683327;69.054993;Original;36.683327;69.054993;1;10.610648;1306;12620.795;654;15583.644;0;454;.83623511;716.21704;KNB-057;NA;0;1190;Pashto;2;RC-North;North;1195.5315;2086.7817;344.76511;5502.1709;5918.5938;34020.551;764.073;12893.62;Pashto;Road;No capital;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Kunduz;Khanabad;1406;0;1;11727.635271;0;0;0;0;.984366;112.58585;1194.6089;12675.574;1345.6665;4768.5918;49363.523;329295.09;1810818.3;22739470;10.610648;1.3543712;11.965019
1706171;1706171;Sanduq Sai, Sanduq Sai;Kunduz;17;1706;1600;3;0;0;0;0;0;0;81;360;27;0;0;0;0;0;0;468;3;1;0;.33333334;0;.29249999;.62391341;Other;Kunduz;KHAN ABAD;Sanduq Sai, Sanduq Sai;42SWF0872248274;Secure;Road;42SWF0872248274;36.579887;69.097496;Original;36.579887;69.097496;1;20.766621;1306;23531.963;654;26288.139;0;681;4.9115639;480.96222;KNB-161;NA;0;450;Dari;1;RC-North;North;6482.3218;8427.9551;80.622444;11598.424;10519.54;24748.965;9434.793;5613.623;Dari;Road;No capital;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Kunduz;Khanabad;1406;0;1;22461.110834;0;0;0;0;.984366;431.25253;8955.6582;185978.75;1338.0881;4774.4639;48947.113;329903.5;1790479.9;22795506;20.766621;-.53580183;20.23082
1706146;1706146;Eishan Toup, Eishan Toup;Kunduz;17;1706;2200;4;0;0;0;0;0;0;54;77;18;0;0;0;0;0;0;149;4;2;0;.5;0;.067727275;.40155843;Other;Kunduz;KHAN ABAD;Eishan Toup, Eishan Toup;42SWF0496655493;Secure;Road;42SWF0496655493;36.644993;69.055557;Original;36.644993;69.055557;1;14.443805;1306;16711.195;654;19644.885;0;460;1.727686;358.022;KNB-085;NA;0;1160;Pashto;2;RC-North;North;2870.1189;347.73325;16.551476;6921.2461;6551.0923;31511.291;1607.4149;8722.4268;Pashto;Road;No capital;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Kunduz;Khanabad;1406;0;1;15797.672398;0;0;0;0;.984366;208.62349;3013.3171;43523.762;1342.8555;4768.6699;49208.93;329303.16;1803260.9;22740214;14.443805;-.093185589;14.350619
1706210;1706210;Dara Miyali, Miyali Village;Kunduz;17;1706;1400;3;0;2;0;0;0;0;22;1408;12;0;1046;0;0;0;0;1442;3;1;0;.33333334;0;1.03;.95365793;Other;Kunduz;KHAN ABAD;Dara Miyali, Miyali Village;0;Secure;Road;42SWF165500;36.595345;69.184471;Original;36.595345;69.184471;1;19.951874;1306;23193.029;654;25445.828;0;951;4.9880743;970.09009;KNB-052;NA;0;222;Dari;1;RC-North;North;9320.9492;10974.76;2429.4141;11492.896;10363.796;18891.404;10768.804;12548.453;Dari;Road;No capital;0;.66666669;0;0;0;0;0;.72538143;0;0;0;0;0;0;0;Kunduz;Khanabad;1406;0;1;21575.673986;0;0;0;0;.984366;398.07727;7942.3872;158465.52;1339.2192;4786.4912;49009.191;331150.84;1793508.1;22910496;19.951874;-.872284;19.07959
1706149;1706149;Shoraab, Shoraab Village;Kunduz;17;1706;2200;4;0;0;0;0;0;0;212;30;31;0;0;0;0;0;0;273;4;2;0;.5;0;.12409091;.62119442;Other;Kunduz;KHAN ABAD;Shoraab, Shoraab Village;42SWF1966665652;Secure;Road;42SWF1966665652;36.736385;69.220268;Original;36.736385;69.220268;1;6.6524253;1306;12633.537;654;13267.258;0;578;3.9061992;845.8429;KNB-165;NA;0;929;Dari;1;RC-North;North;545.00177;11475.217;163.81839;10973.51;11391.094;29344.357;189.39278;24946.908;Dari;Road;No capital;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Kunduz;Khanabad;1406;0;1;9044.731981000001;0;0;0;0;.984366;44.254761;294.40149;1958.484;1349.562;4791.4453;49578.031;331665.16;1821317.6;22957950;6.6524253;1.0997788;7.7522039
1706150;1706150;Choni, Choni/co-located by Shor Aeb;Kunduz;17;1706;1200;1;0;0;0;0;0;0;42;48;43;0;0;0;0;0;0;133;2;1;0;.5;0;.11083333;.29221553;Other;Kunduz;KHAN ABAD;Choni, Choni/co-located by Shor Aeb;42SWF1115233468;Secure;Road;42SWF1115233468;36.446384;69.124443;Original;36.446384;69.124443;1;23.592007;1169;32579.188;598;26757.418;0;1026;3.0973253;756.50269;KNB-053;NA;0;120;Dari;1;RC-North;North;18436.395;23205.941;380.13431;20209.623;18900.506;17403.67;20811.76;276.57703;Dari;Road;No capital;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;Kunduz;Khanabad;1406;0;1;23592.006813;0;0;0;0;.984366;556.58276;13130.904;309784.38;1328.339;4778.1885;48413.152;330289.63;1764484.4;22831086;23.592007;.089929521;23.681936
1706155;1706155;Dahana Deh Wairan, Deh Wairan Village;Kunduz;17;1706;1200;2;0;0;0;0;0;0;22;239;33;0;0;0;0;0;0;294;2;1;0;.5;0;.245;.6755749;Other;Kunduz;KHAN ABAD;Dahana Deh Wairan, Deh Wairan Village;42SWF1405355565;Secure;Road;42SWF1405355565;36.645554;69.157211;Original;36.645554;69.157211;1;13.898846;1306;17111.785;654;19431.75;0;700;6.0925574;401.06931;KNB-075;NA;0;266;Dari;1;RC-North;North;4761.3555;5414.1123;2.4697256;5528.2241;4493.6758;24417.973;4696.0439;13898.225;Dari;Road;No capital;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Kunduz;Khanabad;1406;0;1;15544.309965;0;0;0;0;.984366;193.17792;2684.95;37317.707;1342.8966;4782.7197;49211.188;330759.56;1803371.3;22874410;13.898846;1.7754306;15.674276
1706147;1706147;Adam Khan Shop, Adam Khan Dokan;Kunduz;17;1706;1200;2;0;0;0;0;0;0;47;52;408;0;0;0;0;0;0;507;2;1;0;.5;0;.42250001;.30045244;Other;Kunduz;KHAN ABAD;Adam Khan Shop, Adam Khan Dokan;42SWF0359957156;Secure;Road;42SWF0359957156;36.659992;69.040268;Original;36.659992;69.040268;1;13.503226;1306;15477.826;654;18447.799;0;443;.48599565;669.323;KNB-113;NA;0;763;Pashto;2;RC-North;North;1059.752;1527.0756;88.700172;7297.355;7274.1704;33561.961;190.13736;10207.459;Pashto;Road;No capital;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Kunduz;Khanabad;1406;0;1;14594.215768;0;0;0;0;.984366;182.33711;2462.1394;33246.824;1343.9551;4766.5586;49269.383;329084.47;1806215.1;22720080;13.503226;-.62023544;12.882991
1707179;1707179;Tajik Qeshlaq, Tajik Qeshlaq Village;Kunduz;17;1707;3400;6;0;0;0;0;0;0;144;809;112;0;0;0;0;0;0;1065;6;3;0;.5;0;.31323528;.59688777;Other;Kunduz;DASHT-I-ARCHI;Tajik Qeshlaq, Tajik Qeshlaq Village;42SWG2292100234;Secure;Road;42SWG2292100234;37.048054;69.257774;Original;37.048054;69.257774;1;6.2971044;1382;21346.631;679;19707.928;0;432;2.8871005;78.532181;DAR-124;NA;0;713;Uzbek;3;RC-North;North;1958.2152;2003.4742;566.28925;4448.7251;4448.7251;30957.199;177.21106;7278.5957;Other;Road;No capital;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;Kunduz;Dashte Archi;1407;0;1;6297.104379;0;0;0;0;.985861;39.653522;249.70238;1572.4019;1372.5582;4796.6392;50850.613;332204.56;1883916.3;23007748;6.2971044;.38208592;6.6791902
1707182;1707182;Chergai, Chergai Village;Kunduz;17;1707;2800;5;0;0;0;0;0;0;350;476;417;0;0;0;0;0;0;1243;5;2;0;.40000001;0;.44392857;.2898154;Other;Kunduz;DASHT-I-ARCHI;Chergai, Chergai Village;42SWG2586401584;Unsecure;Road;42SWG2586401584;37.060143;69.290916;Original;37.060143;69.290916;1;5.183732;1382;18228.662;679;16536.572;0;450;6.590559;299.47192;DAR-060;NA;0;788;Uzbek;3;RC-North;North;3854.738;312.32144;253.23323;1420.6161;1420.6161;28333.303;207.7332;4874.3423;Other;Road;No capital;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;Kunduz;Dashte Archi;1407;0;1;5183.731818;0;0;0;0;.985861;26.871078;139.29247;722.05481;1373.4542;4801.231;50900.406;332681.69;1886376.4;23051820;5.183732;-1.3853906;3.7983413
1707193;1707193;Jama Rajab, Jama Rajab Village;Kunduz;17;1707;1500;3;0;0;0;0;0;0;74;276;137;0;0;0;0;0;0;487;3;1;0;.33333334;0;.32466668;.36159444;Other;Kunduz;DASHT-I-ARCHI;Jama Rajab, Jama Rajab Village;42SWG0920903961;Secure;Road;42SWG0920903961;37.081882;69.103615;Original;37.081882;69.103615;1;14.627526;1341;18636.977;661;21289.633;0;389;.35775366;1221.453;DAR-024;NA;0;1041;Pashto;2;RC-North;North;1724.5314;3420.0569;1569.863;17371.492;17371.492;45113.602;936.82196;5451.0728;Pashto;Road;No capital;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Kunduz;Dashte Archi;1407;0;1;14627.526616;0;0;0;0;.985861;213.96452;3129.7717;45780.816;1375.066;4775.3096;50990.035;329991.16;1890806.5;22803582;14.627526;-.13643681;14.49109
1707180;1707180;Qarloq Mirza Khel, Qarloq Village;Kunduz;17;1707;3400;6;0;0;0;0;0;0;258;384;508;0;0;0;0;0;0;1150;6;3;0;.5;0;.33823529;.26745856;Other;Kunduz;DASHT-I-ARCHI;Qarloq Mirza Khel, Qarloq Village;0;Secure;Road;42SWG260016;37.060284;69.292442;Original;37.060284;69.292442;1;5.210495;1382;18108.281;679;16410.428;0;450;6.590559;397.9664;DAR-060;NA;0;788;Uzbek;3;RC-North;North;3879.2065;270.01028;160.35603;1338.9121;1338.9121;28200.424;344.3847;4759.4722;Other;Road;No capital;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;Kunduz;Dashte Archi;1407;0;1;5210.495128;0;0;0;0;.985861;27.149258;141.46107;737.08221;1373.4646;4801.4424;50900.988;332703.69;1886405.1;23053850;5.210495;2.4019804;7.6124754
1707186;1707186;Abedi, Abedi Village/co-located by Jamhoryat High School;Kunduz;17;1707;1500;2;0;0;0;0;0;0;14;46;25;0;0;0;0;0;0;85;3;1;0;.33333334;0;.056666669;.37107265;School;Kunduz;DASHT-I-ARCHI;Abedi, Abedi Village/co-located by Jamhoryat High School;42SWF1784897674;Unsecure;Road;42SWF1784897674;37.025085;69.200661;Original;37.025085;69.200661;1;10.544476;1322;26612.256;654;24492.572;0;414;.343357;970.91498;DAR-103;NA;0;716;Dari;1;RC-North;North;2794.1448;878.42603;269.03214;10110.472;10110.472;35720.102;537.06311;12301.036;Dari;Road;No capital;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Kunduz;Dashte Archi;1407;0;1;10544.475506;0;0;0;0;.985861;111.18597;1172.3977;12362.318;1370.8569;4788.7314;50756.098;331383.38;1879248.8;22931948;10.544476;.42146197;10.965938
1707189;1707189;Qara Ghoshi Uzbekia, Qara Ghoshi Uzbekia Village;Kunduz;17;1707;1500;3;1;0;0;0;0;0;563;598;164;598;0;0;0;0;0;1325;3;1;0;.33333334;0;.88333333;.39069676;Other;Kunduz;DASHT-I-ARCHI;Qara Ghoshi Uzbekia, Qara Ghoshi Uzbekia Village;42SWF2481085867;Unsecure;Road;42SWF2481085867;36.918495;69.278542;Original;36.918495;69.278542;1;10.506048;1306;21450.184;654;18812.123;0;587;8.2415724;871.2677;DAR-112;NA;0;858;Uzbek;3;RC-North;North;8938.6514;9907.3057;207.18614;17041.975;17041.975;30116.691;7688.0166;10067.939;Other;Road;No capital;.33333334;0;0;0;0;0;.45132077;0;0;0;0;0;0;0;0;Kunduz;Dashte Archi;1407;0;1;10506.047636;0;0;0;0;.985861;110.37705;1159.6266;12183.093;1362.9753;4799.5161;50318.996;332503.5;1857701.6;23035356;10.506048;-.016181711;10.489866
1707190;1707190;Gul Balaq, Gul Balaq;Kunduz;17;1707;1500;3;0;0;0;0;0;0;196;380;8;0;0;0;0;0;0;584;3;1;0;.33333334;0;.38933334;.53608787;Other;Kunduz;DASHT-I-ARCHI;Gul Balaq, Gul Balaq;42SWF1933180933;Unsecure;Road;42SWF1933180933;36.874146;69.216904;Original;36.874146;69.216904;1;3.3903329;1306;14064.005;654;11469.751;0;586;4.9259691;3892.3936;DAR-023;NA;0;627;Uzbek;3;RC-North;North;9454.1816;13182.849;5384.2227;22975.533;23056.621;36963.719;9414.2168;17407.166;Other;Road;No capital;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Kunduz;Dashte Archi;1407;0;1;3390.333064;0;0;0;0;.985861;11.494357;38.9697;132.12025;1359.7026;4790.98;50137.871;331616.78;1848791.1;22953488;3.3903329;-.29272908;3.0976038
1707181;1707181;Kal Tarash School, Kal Tarash Village;Kunduz;17;1707;3500;3;0;0;0;0;0;0;39;175;197;0;0;0;0;0;0;411;6;3;0;.5;0;.11742857;.36814252;School;Kunduz;DASHT-I-ARCHI;Kal Tarash School, Kal Tarash Village;42SWG205750296;Moderate security;Road;42SWG2057502960;37.072678;69.231461;Original;37.072678;69.231461;1;4.6660895;1382;21806.578;679;20439.963;0;409;.54844439;362.22708;DAR-091;NA;0;1031;Pashto;2;RC-North;North;2048.5508;105.13083;568.65411;5973.5107;5973.5107;33791.551;1182.621;10264.096;Pashto;Road;No capital;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;Kunduz;Dashte Archi;1407;0;1;4666.089259;0;0;0;0;.985861;21.772392;101.59193;474.03705;1374.3834;4792.9951;50952.074;331826.06;1888929.8;22972802;4.6660895;-.60374117;4.0623484
1707178;1707178;Jamhoriat High School, Archi Center;Kunduz;17;1707;4500;7;1;0;0;0;0;0;536;754;26;600;0;0;0;0;0;1316;8;4;0;.5;0;.29244444;.49437359;School;Kunduz;DASHT-I-ARCHI;Jamhoriat High School, Archi Center;42SWF2128298093;Secure;Road;42SWF2128298093;37.02879;69.239281;Original;37.02879;69.239281;1;8.7088118;1382;23965.818;679;22280.664;0;428;1.0046724;279.6904;DAR-126;NA;0;1090;Turkmen;4;RC-North;North;51.36554;3625.24;121.45495;7067.9897;7067.9897;32327.83;3.146014;8852.3086;Other;Road;No capital;.125;0;0;0;0;0;.45592704;0;0;0;0;0;0;1;1;Kunduz;Dashte Archi;1407;0;1;8708.811481000001;0;0;0;0;.985861;75.843399;660.50592;5752.2217;1371.1312;4794.0781;50771.332;331938.5;1880000.9;22983184;8.7088118;1.0043174;9.713129
1801014;1801014;Shalkatoo Secondary school, Shalkatoo village;Samangan;18;1801;1080;2;0;0;0;0;0;0;327;86;28;0;0;0;0;0;0;441;2;1;0;.5;0;.40833333;.58875155;School;Samangan;PROVINCIAL CENTER (AIBAK);Shalkatoo Secondary school, Shalkatoo village;42SVF1063017763;Secure;Road;42SVF1063017763;36.30072;68.004631;Original;36.30072;68.004631;1;6.8191977;1233;9488.7227;618;14965.551;0;959;3.2571225;880.96967;AYB-029;NA;0;1344;Dari;1;RC-North;North;351.60754;3830.219;135.02673;54800.414;51708.207;613.85175;39227.242;520.13055;Dari;Road;No capital;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Samangan;Aybak;1501;0;1;8783.816167000001;0;0;0;0;.702748;46.501457;317.10263;2162.3855;1317.7423;4624.6299;47834.992;314496.25;1736444.8;21387202;6.8191977;-.092276797;6.7269211
1801088;1801088;Cheil Kapa Village (Tewkhawang);Samangan;18;1801;950;2;0;0;0;0;0;0;317;199;72;0;0;0;0;0;0;588;2;1;0;.5;0;.61894739;.40634689;Other;Samangan;PROVINCIAL CENTER (AIBAK);Cheil Kapa Village (Tewkhawang);42SVF05314012180;Secure;Road;42SVF0531401218;36.151073;67.947433;Original;36.151073;67.947433;1;.92824155;1160;8055.1323;585;9446.1377;0;1940;25.248032;3212.6008;AYB-002;NA;0;240;Dari;1;RC-North;North;14749.482;14111.713;1971.2418;42417.996;64344.402;10888.319;23910.574;11248.089;Dari;Road;No capital;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Samangan;Aybak;1501;0;1;928.241572;1;0;0;0;.702748;.86163235;.79980296;.74241036;1306.9001;4616.8535;47245.844;313703.38;1707987.9;21315338;.92824155;.010000887;.93824244
1801087;1801087;Shahar Qadim Village, School building;Samangan;18;1801;900;2;2;0;0;0;0;0;329;763;96;1188;0;0;0;0;0;1188;2;1;0;.5;0;1.3200001;.48984373;School;Samangan;PROVINCIAL CENTER (AIBAK);Shahar Qadim Village, School building;42SVF01436011150;Moderate security;Road;42SVF0143601115;36.149757;67.904343;Original;36.149757;67.904343;1;.01083634;1160;4361.1816;585;5576.7764;0;1591;6.717886;1170.392;AYB-002;NA;0;240;Dari;1;RC-North;North;17737.922;16384.453;765.4472;41798.629;63219.359;14750.765;25352.951;10726.555;Dari;Road;No capital;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;Samangan;Aybak;1501;0;1;10.836345;0;0;0;0;.702748;.00011742626;1.2724707e-06;1.3788926e-08;1306.8049;4610.9995;47240.684;313106.91;1707739.3;21261318;.01083634;-1.2436469;-1.2328105
1801012;1801012;Dara zendan High school, Dara e zendan Village;Samangan;18;1801;4080;7;0;2;0;0;0;0;64;1105;34;0;386;0;0;0;0;1203;7;3;0;.42857143;0;.29485294;.84661222;School;Samangan;PROVINCIAL CENTER (AIBAK);Dara zendan High school, Dara e zendan Village;42SVF1291413597;Secure;Road;42SVF1291413597;36.263374;68.030525;Original;36.263374;68.030525;1;9.0893307;1233;13541.646;618;18722.709;0;970;.54289508;377.34381;AYB-001;NA;0;106;Dari;1;RC-North;North;871.49475;748.21863;11.241537;56216.816;56438.602;94.281036;34996.941;3411.7871;Dari;Road;No capital;0;.2857143;0;0;0;0;0;.3208645;0;0;0;0;0;0;0;Samangan;Aybak;1501;0;1;10827.131131;0;0;0;0;.702748;82.615929;750.92352;6825.3921;1315.0323;4628.1523;47687.508;314855.63;1729310;21419794;9.0893307;.67121929;9.7605495
1801011;1801011;Zuhrabi Secondary School, Zuhrabi Village;Samangan;18;1801;1800;3;1;0;0;0;0;0;292;965;28;690;0;0;0;0;0;1285;3;1;1;.5;.33333334;.71388888;.61564416;School;Samangan;PROVINCIAL CENTER (AIBAK);Zuhrabi Secondary School, Zuhrabi Village;42SVF1151913820;Secure;Road;42SVF1151913820;36.265259;68.014977;Original;36.265259;68.014977;1;9.7268572;1233;13317.794;618;18657.953;0;970;1.4628251;120.63497;AYB-061;Provincial;2;12725;Uzbek;3;RC-North;North;1775.5779;542.94739;24.605501;56066.902;55539.664;778.30511;35248.578;4316.0737;Other;Road;Distr/Prov capital;.33333334;0;0;0;0;0;.53696495;0;0;0;0;0;0;0;0;Samangan;Aybak;1501;0;1;11338.833361;0;0;0;0;.702748;94.611748;920.27496;8951.3838;1315.1689;4626.0371;47694.945;314639.81;1729669.5;21400218;9.7268572;-.010651401;9.7162056
1801006;1801006;Karte Khurasan Girls'  Primary school, Shahre Aibak;Samangan;18;1801;3000;5;4;0;0;0;0;0;852;2520;462;3300;0;0;0;0;0;3834;5;2;0;.40000001;0;1.278;.48717129;School;Samangan;PROVINCIAL CENTER (AIBAK);Karte Khurasan Girls'  Primary school, Shahre Aibak;42SVF1115914322;Secure;Road;42SVF1115914322;36.269749;68.01091;Original;36.269749;68.01091;1;9.5569973;1233;12829.983;618;18210.932;0;971;4.6266007;645.10535;AYB-027;NA;0;982;Uzbek;3;RC-North;North;1662.6555;1119.2201;146.69321;56473.586;54912.402;968.49634;35777.684;3704.7468;Other;Road;No capital;.80000001;0;0;0;0;0;.86071986;0;0;0;0;0;0;0;0;Samangan;Aybak;1501;0;1;11089.683728;0;0;0;0;.702748;91.336197;872.89978;8342.3008;1315.4946;4625.4839;47712.66;314583.38;1730526.3;21395102;9.5569973;.47521296;10.03221
1801008;1801008;Aibak Boys' School, Aibak city;Samangan;18;1801;8400;14;0;0;0;0;0;0;1290;2717;370;0;0;0;0;0;0;4377;14;0;0;0;0;.52107143;.47411612;School;Samangan;PROVINCIAL CENTER (AIBAK);Aibak Boys' School, Aibak city;42SVF1151913820;Secure;Road;42SVF1151913820;36.265259;68.014977;Original;36.265259;68.014977;1;9.7268572;1233;13317.794;618;18657.953;0;970;1.4628251;120.63497;AYB-061;Provincial;2;12725;Uzbek;3;RC-North;North;1775.5779;542.94739;24.605501;56066.902;55539.664;778.30511;35248.578;4316.0737;Other;Road;Distr/Prov capital;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Samangan;Aybak;1501;0;1;11338.833361;0;0;0;0;.702748;94.611748;920.27496;8951.3838;1315.1689;4626.0371;47694.945;314639.81;1729669.5;21400218;9.7268572;.050683979;9.7775412
1801002;1801002;Qooch Nehal Religious School, Qooch Nehal Village;Samangan;18;1801;2400;4;2;0;0;0;0;0;138;1143;64;1311;0;0;0;0;0;1345;4;1;2;.5;.5;.56041664;.73282146;School;Samangan;PROVINCIAL CENTER (AIBAK);Qooch Nehal Religious School, Qooch Nehal Village;42SVF0734914131;Secure;Road;42SVF0734914131;36.26767;67.968521;Original;36.26767;67.968521;1;9.9251966;1233;13855.349;585;17687.078;0;990;2.9256501;489.11835;AYB-042;NA;0;793;Dari;1;RC-North;North;4499.6079;4715.02;73.199966;55483.535;53269.543;3931.1182;35983.758;4447.5767;Dari;Road;No capital;.5;0;0;0;0;0;.97472119;0;0;0;0;0;0;0;0;Samangan;Aybak;1501;0;1;9925.196309000001;0;0;0;0;.702748;98.509529;977.72644;9704.127;1315.3439;4619.7197;47704.457;313995.53;1730129.5;21341812;9.9251966;.54980123;10.474998
1801009;1801009;Sarqad secondary school, Aibak City;Samangan;18;1801;4200;7;0;0;0;0;0;0;845;833;175;0;0;0;0;0;0;1853;7;3;0;.42857143;0;.44119048;.4127689;School;Samangan;PROVINCIAL CENTER (AIBAK);Sarqad secondary school, Aibak City;42SVF1220214723;Secure;Road;42SVF1220214723;36.27346;68.022476;Original;36.27346;68.022476;1;8.6011066;1233;12402.827;618;17676.246;0;959;.94780606;929.16467;AYB-047;NA;0;689;Uzbek;3;RC-North;North;654.8374;547.83856;169.01596;57108.836;55116.305;115.72048;36125.031;3872.7695;Other;Road;No capital;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Samangan;Aybak;1501;0;1;10222.208185;0;0;0;0;.702748;73.979034;636.30157;5472.8975;1315.7639;4627.0571;47727.313;314743.91;1731234.8;21409658;8.6011066;-.25945356;8.3416529
